Case ID, Activity, Timestamp
18,DISTR.DIRETORIA,2019-05-24 18:29:51
15,CANCELAMENTO,2019-05-24 20:29:51
19,DISTR.DIRETORIA,2019-05-24 21:29:51
16,ALT.SITUACAOP/EMEXECUCAO,2019-05-24 23:29:51
17,DISTR.DIRETORIA,2019-05-24 23:29:51
21,SOLICITACAO,2019-05-24 23:29:51
20,AUTORIZACAO,2019-05-25 00:29:51
18,DISTR.SETOR,2019-05-25 02:29:51
21,AUTORIZACAO,2019-05-25 03:29:51
18,ALT.SITUACAOP/EMEXECUCAO,2019-05-25 08:29:51
19,ALT.SITUACAOP/EMEXECUCAO,2019-05-25 09:29:51
17,DISTR.SETOR,2019-05-25 10:29:51
16,CONCLUSAO,2019-05-25 11:29:51
20,DISTR.DIRETORIA,2019-05-25 13:29:51
22,SOLICITACAO,2019-05-25 13:29:51
21,DISTR.DIRETORIA,2019-05-25 17:29:51
17,ALT.SITUACAOP/EMEXECUCAO,2019-05-25 19:29:51
19,DISTR.SETOR,2019-05-25 19:29:51
22,AUTORIZACAO,2019-05-25 20:29:51
20,DISTR.SETOR,2019-05-25 21:29:51
23,SOLICITACAO,2019-05-25 21:29:51
18,CONCLUSAO,2019-05-25 22:29:51
21,DISTR.SETOR,2019-05-25 23:29:51
17,CONCLUSAO,2019-05-26 01:29:51
19,ALT.SITUACAOP/EMEXECUCAO,2019-05-26 06:29:51
22,DISTR.DIRETORIA,2019-05-26 08:29:51
23,AUTORIZACAO,2019-05-26 08:29:51
20,CANCELAMENTO,2019-05-26 11:29:51
21,CANCELAMENTO,2019-05-26 11:29:51
19,CONCLUSAO,2019-05-26 17:29:51
24,SOLICITACAO,2019-05-26 18:29:51
22,DISTR.SETOR,2019-05-26 20:29:51
23,DISTR.DIRETORIA,2019-05-26 21:29:51
25,SOLICITACAO,2019-05-27 00:29:51
24,AUTORIZACAO,2019-05-27 05:29:51
23,DISTR.SETOR,2019-05-27 07:29:51
22,CANCELAMENTO,2019-05-27 09:29:51
25,AUTORIZACAO,2019-05-27 11:29:51
23,ALT.SITUACAOP/EMEXECUCAO,2019-05-27 15:29:51
26,SOLICITACAO,2019-05-27 16:29:51
24,DISTR.DIRETORIA,2019-05-27 20:29:51
26,AUTORIZACAO,2019-05-27 21:29:51
25,DISTR.DIRETORIA,2019-05-28 00:29:51
23,CONCLUSAO,2019-05-28 05:29:51
27,SOLICITACAO,2019-05-28 06:29:51
24,DISTR.SETOR,2019-05-28 08:29:51
28,SOLICITACAO,2019-05-28 08:29:51
25,DISTR.SETOR,2019-05-28 10:29:51
26,DISTR.DIRETORIA,2019-05-28 10:29:51
27,AUTORIZACAO,2019-05-28 12:29:51
24,CANCELAMENTO,2019-05-28 16:29:51
28,AUTORIZACAO,2019-05-28 16:29:51
26,DISTR.SETOR,2019-05-28 18:29:51
27,DISTR.DIRETORIA,2019-05-28 19:29:51
25,CANCELAMENTO,2019-05-29 00:29:51
28,DISTR.DIRETORIA,2019-05-29 00:29:51
26,CANCELAMENTO,2019-05-29 04:29:51
27,DISTR.SETOR,2019-05-29 04:29:51
28,DISTR.SETOR,2019-05-29 07:29:51
27,ALT.SITUACAOP/EMEXECUCAO,2019-05-29 15:29:51
28,CANCELAMENTO,2019-05-29 19:29:51
29,SOLICITACAO,2019-05-29 20:29:51
27,CONCLUSAO,2019-05-30 05:29:51
29,AUTORIZACAO,2019-05-30 05:29:51
29,DISTR.DIRETORIA,2019-05-30 17:29:51
29,DISTR.SETOR,2019-05-31 00:29:51
30,SOLICITACAO,2019-05-31 00:29:51
31,SOLICITACAO,2019-05-31 06:29:51
30,AUTORIZACAO,2019-05-31 08:29:51
29,ALT.SITUACAOP/EMEXECUCAO,2019-05-31 09:29:51
32,SOLICITACAO,2019-05-31 10:29:51
31,AUTORIZACAO,2019-05-31 15:29:51
32,AUTORIZACAO,2019-05-31 19:29:51
29,CONCLUSAO,2019-05-31 20:29:51
30,DISTR.DIRETORIA,2019-05-31 22:29:51
31,DISTR.DIRETORIA,2019-06-01 00:29:51
30,DISTR.SETOR,2019-06-01 06:29:51
31,DISTR.SETOR,2019-06-01 07:29:51
33,SOLICITACAO,2019-06-01 07:29:51
32,DISTR.DIRETORIA,2019-06-01 09:29:51
33,AUTORIZACAO,2019-06-01 10:29:51
30,CANCELAMENTO,2019-06-01 11:29:51
31,CANCELAMENTO,2019-06-01 15:29:51
32,DISTR.SETOR,2019-06-01 20:29:51
33,DISTR.DIRETORIA,2019-06-01 21:29:51
33,DISTR.SETOR,2019-06-02 05:29:51
32,ALT.SITUACAOP/EMEXECUCAO,2019-06-02 07:29:51
34,SOLICITACAO,2019-06-02 11:29:51
35,SOLICITACAO,2019-06-02 11:29:51
32,CONCLUSAO,2019-06-02 14:29:51
33,CANCELAMENTO,2019-06-02 16:29:51
34,AUTORIZACAO,2019-06-02 19:29:51
35,AUTORIZACAO,2019-06-02 19:29:51
35,DISTR.DIRETORIA,2019-06-03 02:29:51
34,DISTR.DIRETORIA,2019-06-03 04:29:51
36,SOLICITACAO,2019-06-03 05:29:51
35,DISTR.SETOR,2019-06-03 11:29:51
34,DISTR.SETOR,2019-06-03 15:29:51
36,AUTORIZACAO,2019-06-03 15:29:51
35,ALT.SITUACAOP/EMEXECUCAO,2019-06-03 16:29:51
36,DISTR.DIRETORIA,2019-06-04 01:29:51
34,CANCELAMENTO,2019-06-04 03:29:51
35,CONCLUSAO,2019-06-04 03:29:51
37,SOLICITACAO,2019-06-04 05:29:51
36,DISTR.SETOR,2019-06-04 06:29:51
37,AUTORIZACAO,2019-06-04 13:29:51
36,SOLICITACAO,2019-06-04 20:29:51
37,DISTR.DIRETORIA,2019-06-05 03:29:51
36,ALT.SITUACAOP/EMEXECUCAO,2019-06-05 04:29:51
38,SOLICITACAO,2019-06-05 05:29:51
38,AUTORIZACAO,2019-06-05 11:29:51
36,CONCLUSAO,2019-06-05 12:29:51
39,SOLICITACAO,2019-06-05 13:29:51
37,DISTR.SETOR,2019-06-05 14:29:51
39,AUTORIZACAO,2019-06-05 19:29:51
40,SOLICITACAO,2019-06-05 19:29:51
38,DISTR.DIRETORIA,2019-06-05 22:29:51
37,ALT.SITUACAOP/EMEXECUCAO,2019-06-06 03:29:51
39,DISTR.DIRETORIA,2019-06-06 04:29:51
40,AUTORIZACAO,2019-06-06 06:29:51
38,DISTR.SETOR,2019-06-06 07:29:51
41,SOLICITACAO,2019-06-06 11:29:51
38,ALT.SITUACAOP/EMEXECUCAO,2019-06-06 14:29:51
42,DISTR.SETOR,2019-06-06 15:29:51
37,CONCLUSAO,2019-06-06 17:29:51
39,DISTR.SETOR,2019-06-06 17:29:51
41,AUTORIZACAO,2019-06-06 18:29:51
40,DISTR.DIRETORIA,2019-06-06 19:29:51
38,CONCLUSAO,2019-06-06 23:29:51
40,DISTR.SETOR,2019-06-07 00:29:51
42,SOLICITACAO,2019-06-07 00:29:51
39,CANCELAMENTO,2019-06-07 06:29:51
41,DISTR.DIRETORIA,2019-06-07 07:29:51
43,SOLICITACAO,2019-06-07 07:29:51
40,ALT.SITUACAOP/EMEXECUCAO,2019-06-07 10:29:51
42,AUTORIZACAO,2019-06-07 10:29:51
40,CONCLUSAO,2019-06-07 15:29:51
43,AUTORIZACAO,2019-06-07 18:29:51
41,DISTR.SETOR,2019-06-07 20:29:51
42,DISTR.DIRETORIA,2019-06-07 21:29:51
42,DISTR.SETOR,2019-06-08 02:29:51
41,CANCELAMENTO,2019-06-08 05:29:51
43,DISTR.DIRETORIA,2019-06-08 05:29:51
44,SOLICITACAO,2019-06-08 07:29:51
42,CANCELAMENTO,2019-06-08 09:29:51
43,DISTR.SETOR,2019-06-08 10:29:51
45,SOLICITACAO,2019-06-08 15:29:51
46,SOLICITACAO,2019-06-08 15:29:51
43,ALT.SITUACAOP/EMEXECUCAO,2019-06-08 16:29:51
44,AUTORIZACAO,2019-06-08 17:29:51
44,DISTR.DIRETORIA,2019-06-09 01:29:51
45,AUTORIZACAO,2019-06-09 01:29:51
46,AUTORIZACAO,2019-06-09 03:29:51
43,CONCLUSAO,2019-06-09 06:29:51
44,DISTR.SETOR,2019-06-09 06:29:51
47,SOLICITACAO,2019-06-09 07:29:51
46,DISTR.DIRETORIA,2019-06-09 10:29:51
44,ALT.SITUACAOP/EMEXECUCAO,2019-06-09 14:29:51
45,DISTR.DIRETORIA,2019-06-09 16:29:51
47,AUTORIZACAO,2019-06-09 19:29:51
44,CONCLUSAO,2019-06-09 22:29:51
46,DISTR.SETOR,2019-06-10 00:29:51
45,DISTR.SETOR,2019-06-10 02:29:51
47,DISTR.DIRETORIA,2019-06-10 09:29:51
46,CANCELAMENTO,2019-06-10 10:29:51
48,SOLICITACAO,2019-06-10 11:29:51
45,CANCELAMENTO,2019-06-10 15:29:51
48,AUTORIZACAO,2019-06-10 15:29:51
47,DISTR.SETOR,2019-06-10 17:29:51
48,DISTR.DIRETORIA,2019-06-10 22:29:51
49,SOLICITACAO,2019-06-11 02:29:51
50,SOLICITACAO,2019-06-11 04:29:51
47,ALT.SITUACAOP/EMEXECUCAO,2019-06-11 06:29:51
48,DISTR.SETOR,2019-06-11 06:29:51
50,AUTORIZACAO,2019-06-11 10:29:51
49,AUTORIZACAO,2019-06-11 13:29:51
48,ALT.SITUACAOP/EMEXECUCAO,2019-06-11 14:29:51
47,AUTORIZACAO,2019-06-11 18:29:51
48,CONCLUSAO,2019-06-11 21:29:51
49,DISTR.DIRETORIA,2019-06-11 22:29:51
50,DISTR.DIRETORIA,2019-06-12 01:29:51
47,CONCLUSAO,2019-06-12 03:29:51
49,DISTR.SETOR,2019-06-12 05:29:51
51,SOLICITACAO,2019-06-12 07:29:51
50,DISTR.SETOR,2019-06-12 10:29:51
51,AUTORIZACAO,2019-06-12 10:29:51
49,ALT.SITUACAOP/EMEXECUCAO,2019-06-12 15:29:51
51,DISTR.DIRETORIA,2019-06-12 17:29:51
49,CONCLUSAO,2019-06-12 21:29:51
50,CANCELAMENTO,2019-06-12 23:29:51
52,SOLICITACAO,2019-06-12 23:29:51
53,SOLICITACAO,2019-06-13 05:29:51
51,DISTR.SETOR,2019-06-13 06:29:51
52,AUTORIZACAO,2019-06-13 07:29:51
51,ALT.SITUACAOP/EMEXECUCAO,2019-06-13 12:29:51
53,SOLICITACAO,2019-06-13 13:29:51
53,AUTORIZACAO,2019-06-13 16:29:51
52,DISTR.DIRETORIA,2019-06-13 20:29:51
54,SOLICITACAO,2019-06-13 21:29:51
55,SOLICITACAO,2019-06-13 21:29:51
51,CONCLUSAO,2019-06-13 22:29:51
53,DISTR.DIRETORIA,2019-06-14 01:29:51
56,SOLICITACAO,2019-06-14 03:29:51
55,AUTORIZACAO,2019-06-14 04:29:51
52,DISTR.SETOR,2019-06-14 05:29:51
54,AUTORIZACAO,2019-06-14 06:29:51
53,DISTR.SETOR,2019-06-14 09:29:51
57,SOLICITACAO,2019-06-14 11:29:51
56,AUTORIZACAO,2019-06-14 12:29:51
52,CANCELAMENTO,2019-06-14 14:29:51
54,DISTR.DIRETORIA,2019-06-14 14:29:51
55,DISTR.DIRETORIA,2019-06-14 15:29:51
54,DISTR.SETOR,2019-06-14 20:29:51
53,CANCELAMENTO,2019-06-14 21:29:51
57,AUTORIZACAO,2019-06-14 23:29:51
56,DISTR.DIRETORIA,2019-06-15 01:29:51
55,DISTR.SETOR,2019-06-15 02:29:51
54,CANCELAMENTO,2019-06-15 05:29:51
56,DISTR.SETOR,2019-06-15 08:29:51
57,DISTR.DIRETORIA,2019-06-15 10:29:51
55,CANCELAMENTO,2019-06-15 13:29:51
58,SOLICITACAO,2019-06-15 14:29:51
56,ALT.SITUACAOP/EMEXECUCAO,2019-06-15 15:29:51
57,DISTR.SETOR,2019-06-15 20:29:51
59,SOLICITACAO,2019-06-15 20:29:51
56,CONCLUSAO,2019-06-15 21:29:51
58,AUTORIZACAO,2019-06-16 02:29:51
59,AUTORIZACAO,2019-06-16 03:29:51
57,ALT.SITUACAOP/EMEXECUCAO,2019-06-16 05:29:51
60,SOLICITACAO,2019-06-16 08:29:51
59,DISTR.DIRETORIA,2019-06-16 10:29:51
61,SOLICITACAO,2019-06-16 12:29:51
57,CONCLUSAO,2019-06-16 14:29:51
60,AUTORIZACAO,2019-06-16 16:29:51
61,AUTORIZACAO,2019-06-16 16:29:51
58,DISTR.DIRETORIA,2019-06-16 17:29:51
59,DISTR.SETOR,2019-06-17 00:29:51
58,DISTR.SETOR,2019-06-17 01:29:51
61,DISTR.DIRETORIA,2019-06-17 03:29:51
62,SOLICITACAO,2019-06-17 04:29:51
58,CANCELAMENTO,2019-06-17 08:29:51
60,DISTR.DIRETORIA,2019-06-17 08:29:51
59,CANCELAMENTO,2019-06-17 10:29:51
62,AUTORIZACAO,2019-06-17 13:29:51
61,DISTR.SETOR,2019-06-17 15:29:51
62,DISTR.DIRETORIA,2019-06-17 20:29:51
60,DISTR.SETOR,2019-06-17 21:29:51
60,CANCELAMENTO,2019-06-18 02:29:51
61,ALT.SITUACAOP/EMEXECUCAO,2019-06-18 03:29:51
63,SOLICITACAO,2019-06-18 04:29:51
64,SOLICITACAO,2019-06-18 04:29:51
62,DISTR.SETOR,2019-06-18 08:29:51
65,SOLICITACAO,2019-06-18 08:29:51
64,AUTORIZACAO,2019-06-18 10:29:51
62,CANCELAMENTO,2019-06-18 13:29:51
63,AUTORIZACAO,2019-06-18 15:29:51
61,CONCLUSAO,2019-06-18 16:29:51
65,AUTORIZACAO,2019-06-18 19:29:51
64,DISTR.DIRETORIA,2019-06-19 00:29:51
63,DISTR.DIRETORIA,2019-06-19 03:29:51
65,DISTR.DIRETORIA,2019-06-19 09:29:51
63,DISTR.SETOR,2019-06-19 10:29:51
64,DISTR.SETOR,2019-06-19 10:29:51
66,SOLICITACAO,2019-06-19 12:29:51
63,CANCELAMENTO,2019-06-19 16:29:51
65,DISTR.SETOR,2019-06-19 19:29:51
64,CANCELAMENTO,2019-06-19 22:29:51
66,AUTORIZACAO,2019-06-19 23:29:51
67,SOLICITACAO,2019-06-20 00:29:51
65,CANCELAMENTO,2019-06-20 05:29:51
67,AUTORIZACAO,2019-06-20 07:29:51
66,DISTR.DIRETORIA,2019-06-20 12:29:51
68,SOLICITACAO,2019-06-20 12:29:51
67,DISTR.DIRETORIA,2019-06-20 16:29:51
68,AUTORIZACAO,2019-06-20 17:29:51
66,DISTR.SETOR,2019-06-20 19:29:51
69,SOLICITACAO,2019-06-20 21:29:51
67,DISTR.SETOR,2019-06-21 03:29:51
69,AUTORIZACAO,2019-06-21 06:29:51
68,DISTR.DIRETORIA,2019-06-21 07:29:51
66,ALT.SITUACAOP/EMEXECUCAO,2019-06-21 08:29:51
67,ALT.SITUACAOP/EMEXECUCAO,2019-06-21 10:29:51
69,DISTR.DIRETORIA,2019-06-21 14:29:51
67,CONCLUSAO,2019-06-21 16:29:51
66,CONCLUSAO,2019-06-21 21:29:51
68,DISTR.SETOR,2019-06-21 21:29:51
69,DISTR.SETOR,2019-06-22 01:29:51
70,SOLICITACAO,2019-06-22 09:29:51
69,ALT.SITUACAOP/EMEXECUCAO,2019-06-22 10:29:51
68,CANCELAMENTO,2019-06-22 11:29:51
69,CONCLUSAO,2019-06-22 15:29:51
71,SOLICITACAO,2019-06-22 17:29:51
70,AUTORIZACAO,2019-06-22 18:29:51
71,AUTORIZACAO,2019-06-22 20:29:51
72,SOLICITACAO,2019-06-23 01:29:51
72,AUTORIZACAO,2019-06-23 07:29:51
70,DISTR.DIRETORIA,2019-06-23 08:29:51
71,SOLICITACAO,2019-06-23 11:29:51
71,DISTR.DIRETORIA,2019-06-23 18:29:51
72,DISTR.DIRETORIA,2019-06-23 21:29:51
70,DISTR.SETOR,2019-06-23 22:29:51
71,DISTR.SETOR,2019-06-23 23:29:51
73,SOLICITACAO,2019-06-24 01:29:51
72,DISTR.SETOR,2019-06-24 06:29:51
73,AUTORIZACAO,2019-06-24 07:29:51
70,CANCELAMENTO,2019-06-24 08:29:51
71,CANCELAMENTO,2019-06-24 13:29:51
72,ALT.SITUACAOP/EMEXECUCAO,2019-06-24 19:29:51
73,DISTR.DIRETORIA,2019-06-24 19:29:51
73,DISTR.SETOR,2019-06-25 00:29:51
72,CONCLUSAO,2019-06-25 03:29:51
73,CANCELAMENTO,2019-06-25 10:29:51
74,SOLICITACAO,2019-06-25 13:29:51
74,AUTORIZACAO,2019-06-25 18:29:51
74,DISTR.DIRETORIA,2019-06-26 03:29:51
75,SOLICITACAO,2019-06-26 09:29:51
74,DISTR.SETOR,2019-06-26 15:29:51
75,AUTORIZACAO,2019-06-26 19:29:51
74,ALT.SITUACAOP/EMEXECUCAO,2019-06-27 00:29:51
74,CONCLUSAO,2019-06-27 06:29:51
75,DISTR.DIRETORIA,2019-06-27 06:29:51
76,SOLICITACAO,2019-06-27 09:29:51
76,AUTORIZACAO,2019-06-27 13:29:51
75,AUTORIZACAO,2019-06-27 19:29:51
76,DISTR.DIRETORIA,2019-06-28 04:29:51
75,DISTR.SETOR,2019-06-28 09:29:51
77,SOLICITACAO,2019-06-28 12:29:51
76,DISTR.SETOR,2019-06-28 14:29:51
75,ALT.SITUACAOP/EMEXECUCAO,2019-06-28 18:29:51
76,CANCELAMENTO,2019-06-28 19:29:51
77,SOLICITACAO,2019-06-29 00:29:51
75,CONCLUSAO,2019-06-29 04:29:51
78,SOLICITACAO,2019-06-29 06:29:51
77,AUTORIZACAO,2019-06-29 09:29:51
78,AUTORIZACAO,2019-06-29 09:29:51
79,SOLICITACAO,2019-06-29 09:29:51
80,SOLICITACAO,2019-06-29 12:29:51
79,AUTORIZACAO,2019-06-29 17:29:51
81,SOLICITACAO,2019-06-29 18:29:51
78,DISTR.DIRETORIA,2019-06-29 19:29:51
80,AUTORIZACAO,2019-06-29 19:29:51
77,DISTR.DIRETORIA,2019-06-29 20:29:51
81,AUTORIZACAO,2019-06-29 21:29:51
82,SOLICITACAO,2019-06-29 22:29:51
78,DISTR.SETOR,2019-06-30 00:29:51
79,DISTR.DIRETORIA,2019-06-30 01:29:51
80,DISTR.DIRETORIA,2019-06-30 03:29:51
82,CONCLUSAO,2019-06-30 06:29:51
81,DISTR.DIRETORIA,2019-06-30 07:29:51
77,DISTR.SETOR,2019-06-30 08:29:51
83,SOLICITACAO,2019-06-30 08:29:51
78,CANCELAMENTO,2019-06-30 09:29:51
80,DISTR.SETOR,2019-06-30 09:29:51
83,AUTORIZACAO,2019-06-30 12:29:51
77,ALT.SITUACAOP/EMEXECUCAO,2019-06-30 14:29:51
79,DISTR.SETOR,2019-06-30 14:29:51
81,DISTR.SETOR,2019-06-30 14:29:51
80,ALT.SITUACAOP/EMEXECUCAO,2019-06-30 15:29:51
82,AUTORIZACAO,2019-06-30 17:29:51
81,CANCELAMENTO,2019-06-30 19:29:51
79,CANCELAMENTO,2019-06-30 23:29:51
83,DISTR.DIRETORIA,2019-07-01 00:29:51
77,CONCLUSAO,2019-07-01 01:29:51
80,CONCLUSAO,2019-07-01 04:29:51
82,DISTR.DIRETORIA,2019-07-01 06:29:51
83,DISTR.SETOR,2019-07-01 07:29:51
82,DISTR.SETOR,2019-07-01 12:29:51
84,SOLICITACAO,2019-07-01 12:29:51
83,CANCELAMENTO,2019-07-01 16:29:51
84,AUTORIZACAO,2019-07-01 18:29:51
85,SOLICITACAO,2019-07-01 20:29:51
82,ALT.SITUACAOP/EMEXECUCAO,2019-07-02 01:29:51
85,AUTORIZACAO,2019-07-02 06:29:51
84,DISTR.DIRETORIA,2019-07-02 08:29:51
82,CONCLUSAO,2019-07-02 10:29:51
86,SOLICITACAO,2019-07-02 16:29:51
85,DISTR.DIRETORIA,2019-07-02 17:29:51
84,DISTR.SETOR,2019-07-02 19:29:51
85,DISTR.SETOR,2019-07-03 03:29:51
86,AUTORIZACAO,2019-07-03 03:29:51
84,ALT.SITUACAOP/EMEXECUCAO,2019-07-03 04:29:51
85,CANCELAMENTO,2019-07-03 11:29:51
86,DISTR.DIRETORIA,2019-07-03 13:29:51
87,SOLICITACAO,2019-07-03 16:29:51
84,CONCLUSAO,2019-07-03 18:29:51
86,DISTR.SETOR,2019-07-04 00:29:51
87,AUTORIZACAO,2019-07-04 00:29:51
88,SOLICITACAO,2019-07-04 12:29:51
89,SOLICITACAO,2019-07-04 12:29:51
90,SOLICITACAO,2019-07-04 12:29:51
86,CANCELAMENTO,2019-07-04 14:29:51
87,DISTR.DIRETORIA,2019-07-04 14:29:51
90,AUTORIZACAO,2019-07-04 15:29:51
88,AUTORIZACAO,2019-07-04 19:29:51
89,AUTORIZACAO,2019-07-04 23:29:51
87,DISTR.SETOR,2019-07-05 00:29:51
90,DISTR.DIRETORIA,2019-07-05 05:29:51
89,DISTR.DIRETORIA,2019-07-05 06:29:51
88,DISTR.DIRETORIA,2019-07-05 08:29:51
91,SOLICITACAO,2019-07-05 09:29:51
92,SOLICITACAO,2019-07-05 09:29:51
87,CANCELAMENTO,2019-07-05 10:29:51
90,DISTR.SETOR,2019-07-05 11:29:51
93,SOLICITACAO,2019-07-05 12:29:51
88,DISTR.SETOR,2019-07-05 16:29:51
94,SOLICITACAO,2019-07-05 16:29:51
93,AUTORIZACAO,2019-07-05 17:29:51
89,DISTR.SETOR,2019-07-05 18:29:51
91,AUTORIZACAO,2019-07-05 21:29:51
92,AUTORIZACAO,2019-07-05 21:29:51
94,AUTORIZACAO,2019-07-05 22:29:51
90,CANCELAMENTO,2019-07-06 01:29:51
89,CANCELAMENTO,2019-07-06 02:29:51
95,SOLICITACAO,2019-07-06 02:29:51
93,DISTR.DIRETORIA,2019-07-06 04:29:51
88,CANCELAMENTO,2019-07-06 05:29:51
95,AUTORIZACAO,2019-07-06 07:29:51
96,SOLICITACAO,2019-07-06 08:29:51
94,AUTORIZACAO,2019-07-06 09:29:51
92,DISTR.DIRETORIA,2019-07-06 10:29:51
91,DISTR.DIRETORIA,2019-07-06 11:29:51
93,DISTR.SETOR,2019-07-06 15:29:51
95,DISTR.DIRETORIA,2019-07-06 15:29:51
97,SOLICITACAO,2019-07-06 16:29:51
91,DISTR.SETOR,2019-07-06 18:29:51
94,DISTR.DIRETORIA,2019-07-06 19:29:51
92,DISTR.SETOR,2019-07-06 20:29:51
96,AUTORIZACAO,2019-07-06 20:29:51
97,AUTORIZACAO,2019-07-06 20:29:51
98,SOLICITACAO,2019-07-06 22:29:51
94,DISTR.SETOR,2019-07-07 01:29:51
99,SOLICITACAO,2019-07-07 01:29:51
93,ALT.SITUACAOP/EMEXECUCAO,2019-07-07 03:29:51
91,CANCELAMENTO,2019-07-07 04:29:51
95,DISTR.SETOR,2019-07-07 05:29:51
96,DISTR.DIRETORIA,2019-07-07 05:29:51
98,AUTORIZACAO,2019-07-07 05:29:51
92,CANCELAMENTO,2019-07-07 06:29:51
